64174,"MineralTree, a Global Payments Company",Microsoft SQL Server,databases
64174,"MineralTree, a Global Payments Company",MySQL,databases
64174,"MineralTree, a Global Payments Company",Node.js,frameworks
64174,"MineralTree, a Global Payments Company",Oracle,databases
64174,"MineralTree, a Global Payments Company",Play,frameworks
64174,"MineralTree, a Global Payments Company",Python,languages
64174,"MineralTree, a Global Payments Company",React,libraries
64174,"MineralTree, a Global Payments Company",Redis,databases
64174,"MineralTree, a Global Payments Company",Redux,libraries
64174,"MineralTree, a Global Payments Company",Snowflake,databases
64174,"MineralTree, a Global Payments Company",Spring,frameworks
64174,"MineralTree, a Global Payments Company",SQL,languages
64174,"MineralTree, a Global Payments Company",TypeScript,#VALUE!
,,,
64193,Motorola Solutions,ASP.NET,
64193,Motorola Solutions,C#,
64193,Motorola Solutions,C++,
64193,Motorola Solutions,Django,
64193,Motorola Solutions,Golang,
64193,Motorola Solutions,Java,
64193,Motorola Solutions,JavaScript,
64193,Motorola Solutions,MySQL,
64193,Motorola Solutions,Node.js,
64193,Motorola Solutions,Oracle,
64193,Motorola Solutions,Perl,
64193,Motorola Solutions,Python,
64193,Motorola Solutions,R,
64193,Motorola Solutions,React,
64193,Motorola Solutions,Redux,
64193,Motorola Solutions,Ruby,
64193,Motorola Solutions,Ruby on Rails,
64237,Nexthink,AWS (Amazon Web Services),
64237,Nexthink,C#,
64237,Nexthink,CSS,
64237,Nexthink,Docker,
64237,Nexthink,GitLab,
64237,Nexthink,Java,
64237,Nexthink,JavaScript,
64237,Nexthink,jQuery,
64237,Nexthink,Kafka,
64237,Nexthink,Kotlin,
64237,Nexthink,Kubernetes,
64237,Nexthink,Microsoft Azure,
64237,Nexthink,MySQL,
64237,Nexthink,New Relic,
64237,Nexthink,Node.js,
64237,Nexthink,NoSQL,
64237,Nexthink,PostgreSQL,
64237,Nexthink,Python,
64237,Nexthink,React,
64237,Nexthink,Scala,
64237,Nexthink,Spring,
64237,Nexthink,Terraform,
64327,Particle Health,GitHub,
64327,Particle Health,Golang,
64327,Particle Health,Google Cloud,
64327,Particle Health,JavaScript,
64327,Particle Health,Node.js,
64327,Particle Health,PostgreSQL,
64327,Particle Health,Python,
64327,Particle Health,React,
64327,Particle Health,Spark,
64462,Remitly,AWS (Amazon Web Services),
64462,Remitly,C#,
64462,Remitly,C++,
64462,Remitly,CakePHP,
64462,Remitly,Docker,
64462,Remitly,DynamoDB,
64462,Remitly,Golang,
64462,Remitly,Java,
64462,Remitly,JavaScript,
64462,Remitly,Kafka,
64462,Remitly,Kotlin,
64462,Remitly,Kubernetes,
64462,Remitly,MySQL,
64462,Remitly,PHP,
64462,Remitly,Python,
64462,Remitly,React,
64462,Remitly,React Native,
64462,Remitly,SQL,
64462,Remitly,Terraform,
64462,Remitly,TypeScript,
64501,Riskified,Angular,
64501,Riskified,Angular.js,
64501,Riskified,AWS (Amazon Web Services),
64501,Riskified,AWS Redshift,
64501,Riskified,C#,
64501,Riskified,CircleCI,
64501,Riskified,CSS,
64501,Riskified,Docker,
64501,Riskified,dotnet,
64501,Riskified,DynamoDB,
64501,Riskified,Elasticsearch,
64501,Riskified,GitHub,
64501,Riskified,Golang,
64501,Riskified,Java,
64501,Riskified,JavaScript,
64501,Riskified,jQuery,
64501,Riskified,Kafka,
64501,Riskified,Kubernetes,
64501,Riskified,Magento,
64501,Riskified,MySQL,
64501,Riskified,New Relic,
64501,Riskified,Next.js,
64501,Riskified,Node.js,
64501,Riskified,OAuth,
64501,Riskified,Objective-C,
64501,Riskified,Perl,
64501,Riskified,PHP,
64501,Riskified,PostgreSQL,
64501,Riskified,Python,
64501,Riskified,R,
64501,Riskified,React,
64501,Riskified,React Native,
64501,Riskified,Redis,
64501,Riskified,Redux,
64501,Riskified,Ruby,
64501,Riskified,Ruby on Rails,
64501,Riskified,Scala,
64501,Riskified,Snowflake,
64501,Riskified,Spark,
64501,Riskified,SQL,
64501,Riskified,Swift,
64501,Riskified,Terraform,
64501,Riskified,TypeScript,
64528,SeatGeek,C#,
64528,SeatGeek,Flex,
64528,SeatGeek,Golang,
64528,SeatGeek,JavaScript,
64528,SeatGeek,Kotlin,
64528,SeatGeek,Node.js,
64528,SeatGeek,Python,
64528,SeatGeek,React,
64528,SeatGeek,Redux,
64528,SeatGeek,SQL,
64528,SeatGeek,Swift,
64528,SeatGeek,TensorFlow,
64573,SimplePractice,Ember.js,
64573,SimplePractice,Java,
64573,SimplePractice,JavaScript,
64573,SimplePractice,MySQL,
64573,SimplePractice,PostgreSQL,
64573,SimplePractice,Redis,
64573,SimplePractice,Ruby,
64573,SimplePractice,Ruby on Rails,
64573,SimplePractice,SQL,
64573,SimplePractice,Swift,
64588,SmartBear,AWS (Amazon Web Services),
64588,SmartBear,BigQuery,
64588,SmartBear,C#,
64588,SmartBear,C++,
64588,SmartBear,CSS,
64588,SmartBear,Elixir,
64588,SmartBear,GitHub,
64588,SmartBear,GitLab,
64588,SmartBear,Java,
64588,SmartBear,JavaScript,
64588,SmartBear,Microsoft Azure,
64588,SmartBear,Microsoft SQL Server,
64588,SmartBear,MongoDB,
64588,SmartBear,MySQL,
64588,SmartBear,Oracle,
64588,SmartBear,Perl,
64588,SmartBear,Python,
64588,SmartBear,Ruby,
64588,SmartBear,Sass,
64588,SmartBear,Snowflake,
64588,SmartBear,SQL,
64588,SmartBear,Swift,
64684,Tempus AI,Golang,
64684,Tempus AI,JavaScript,
64684,Tempus AI,Microsoft SQL Server,
64684,Tempus AI,MySQL,
64684,Tempus AI,Node.js,
64684,Tempus AI,PostgreSQL,
64684,Tempus AI,Python,
64684,Tempus AI,R,
64684,Tempus AI,React,
64684,Tempus AI,Redux,
64684,Tempus AI,Spark,
64684,Tempus AI,SQL,
64684,Tempus AI,SQLite,
64684,Tempus AI,Swift,
64684,Tempus AI,TensorFlow,
64688,The Farmer's Dog,JavaScript,
64688,The Farmer's Dog,Node.js,
64688,The Farmer's Dog,React,
64688,The Farmer's Dog,Redux,
64690,tms,Backbone.js,
64690,tms,Cassandra,
64690,tms,D3JS,
64690,tms,DB2,
64690,tms,Ember.js,
